Event	ID	Name			Wwise Object Path	Notes
	278413312	Start_Game_Button_Play			\Default Work Unit\Start_Game_Button_Play	
	350081739	Music_System_Play			\Default Work Unit\Music_System_Play	
	453371149	Objective_Announced_Play			\Default Work Unit\Objective_Announced_Play	
	491891602	Object_Action_Play			\Default Work Unit\Object_Action_Play	
	635791921	Objective_Completed_Play			\Default Work Unit\Objective_Completed_Play	
	1311831249	Points_Counting_Play			\Default Work Unit\Points_Counting_Play	
	1496310610	Ambience_Play			\Default Work Unit\Ambience_Play	
	2174485018	Dash_Play			\Default Work Unit\Dash_Play	
	2485028023	Star_Rewarded_Play			\Default Work Unit\Star_Rewarded_Play	
	2563246215	Points_Counting_Stop			\Default Work Unit\Points_Counting_Stop	
	2664777132	Score_Screen_Open_Play			\Default Work Unit\Score_Screen_Open_Play	
	2848266490	Spin_Play			\Default Work Unit\Spin_Play	
	3166394572	Ambience_Stop			\Default Work Unit\Ambience_Stop	
	3286289918	Points_Rewarded_Play			\Default Work Unit\Points_Rewarded_Play	
	3295885793	Timer_Tick_Play			\Default Work Unit\Timer_Tick_Play	
	3509289057	Music_System_Stop			\Default Work Unit\Music_System_Stop	
	3839850873	Stomp_Play			\Default Work Unit\Stomp_Play	
	4027780260	Menu_Button_Play			\Default Work Unit\Menu_Button_Play	

Switch Group	ID	Name			Wwise Object Path	Notes
	1281810928	Stars			\Default Work Unit\Stars	
	1695690031	Objects			\Default Work Unit\Objects	
	1870950152	Object_Actions			\Default Work Unit\Object_Actions	
	3714303081	Surfaces			\Default Work Unit\Surfaces	

Switch	ID	Name	Switch Group			Notes
	1160234136	Normal	Stars			
	2356001030	Bonus	Stars			
	48383104	Chair	Objects			
	114672780	Plant	Objects			
	333711018	Serving_Tray	Objects			
	442447909	Barrel	Objects			
	657744959	Lamp	Objects			
	716963392	Wheeled_Tray	Objects			
	762946915	Trophy	Objects			
	939730917	Statue	Objects			
	1169658065	Cutlery	Objects			
	1761501022	Book	Objects			
	1892659287	Grand_Piano	Objects			
	1931853987	Basket	Objects			
	2048817515	Table	Objects			
	2200909088	Pot_And_Pan	Objects			
	2449969375	Glass	Objects			
	2867835716	Globe	Objects			
	2995585464	Grandfather_Clock	Objects			
	3020931316	Porcelain	Objects			
	3031504781	Food	Objects			
	3086965867	Shelf	Objects			
	3098439042	Crate	Objects			
	3848582449	Bottle	Objects			
	4241762846	Suit_Of_Armor	Objects			
	4260845482	China	Objects			
	1116398592	Hit	Object_Actions			
	2446376615	Destruction	Object_Actions			
	2548270042	Landing	Object_Actions			
	1127618254	Marble	Surfaces			
	2058049674	Wood	Surfaces			
	2412606308	Carpet	Surfaces			

Game Parameter	ID	Name			Wwise Object Path	Notes
	5057028	Point_Counter			\Default Work Unit\Point_Counter	
	238739503	Impact_Velocity			\Default Work Unit\Impact_Velocity	
	2699314947	Level_Time			\Default Work Unit\Level_Time	
	4112747480	Star_Counter			\Default Work Unit\Star_Counter	

Trigger	ID	Name			Wwise Object Path	Notes
	7987325	No_Star_Progress_Fanfare			\Default Work Unit\No_Star_Progress_Fanfare	
	724164523	Star_Progress_Fanfare			\Default Work Unit\Star_Progress_Fanfare	

In Memory Audio	ID	Name	Audio source file		Wwise Object Path	Notes	Data Size
	4196881	Shelf_Landing	C:\Users\GradGame\RoyalRampage\Royal Rampage - Wwise Project\.cache\Windows\SFX\Shelf_Landing_49D5942C.wem		\Actor-Mixer Hierarchy\Default Work Unit\Objects\Object\Shelf\Landing\Carpet\Shelf_Landing		23984
	27253348	Suit_Of_Armor_Hit	C:\Users\GradGame\RoyalRampage\Royal Rampage - Wwise Project\.cache\Windows\SFX\Suit_Of_Armor_Hit_9E69E797.wem		\Actor-Mixer Hierarchy\Default Work Unit\Objects\Object\Suit Of Armor\Suit_Of_Armor_Hit		32544
	44463617	Chair_Destruction	C:\Users\GradGame\RoyalRampage\Royal Rampage - Wwise Project\.cache\Windows\SFX\Chair_Destruction_7E29632F.wem		\Actor-Mixer Hierarchy\Default Work Unit\Objects\Object\Chair\Destruction\Carpet\Chair_Destruction		21014
	56558865	Wheeled_Tray_Landing	C:\Users\GradGame\RoyalRampage\Royal Rampage - Wwise Project\.cache\Windows\SFX\Wheeled_Tray_Landing_CD0071EB.wem		\Actor-Mixer Hierarchy\Default Work Unit\Objects\Object\Wheeled Tray\Landing\Carpet\Wheeled_Tray_Landing		27910
	65282526	Stomp	C:\Users\GradGame\RoyalRampage\Royal Rampage - Wwise Project\.cache\Windows\SFX\Stomp_3873CDD4.wem		\Actor-Mixer Hierarchy\Default Work Unit\Character\Stomp		15480
	76778889	Music_In_Finish_Screen	C:\Users\GradGame\RoyalRampage\Royal Rampage - Wwise Project\.cache\Windows\SFX\Music_In_Finish_Screen_4B8CC0C5.wem		\Interactive Music Hierarchy\Default Work Unit\Music System\Music_In_Finish_Screen\Music_In_Finish_Screen\Music_In_Finish_Screen		40544
	80379572	Porcelain_Hit	C:\Users\GradGame\RoyalRampage\Royal Rampage - Wwise Project\.cache\Windows\SFX\Porcelain_Hit_9E69E797.wem		\Actor-Mixer Hierarchy\Default Work Unit\Objects\Object\Porcelain\Porcelain_Hit		25664
	90412982	Bottle_Hit	C:\Users\GradGame\RoyalRampage\Royal Rampage - Wwise Project\.cache\Windows\SFX\Bottle_Hit_9E69E797.wem		\Actor-Mixer Hierarchy\Default Work Unit\Objects\Object\Bottle\Bottle_Hit		21024
	103046350	Serving_Tray_Hit	C:\Users\GradGame\RoyalRampage\Royal Rampage - Wwise Project\.cache\Windows\SFX\Serving_Tray_Hit_9E69E797.wem		\Actor-Mixer Hierarchy\Default Work Unit\Objects\Object\Serving Tray\Serving_Tray_Hit		27264
	106689559	Normal_Star	C:\Users\GradGame\RoyalRampage\Royal Rampage - Wwise Project\.cache\Windows\SFX\Normal_Star_9E69E797.wem		\Actor-Mixer Hierarchy\Default Work Unit\System\Score Screen\Star_Rewarded\Normal_Star		25504
	109220869	Lamp_Landing	C:\Users\GradGame\RoyalRampage\Royal Rampage - Wwise Project\.cache\Windows\SFX\Lamp_Landing_A90B703A.wem		\Actor-Mixer Hierarchy\Default Work Unit\Objects\Object\Lamp\Landing\Carpet\Lamp_Landing		20448
	111464937	Bottle_Destruction	C:\Users\GradGame\RoyalRampage\Royal Rampage - Wwise Project\.cache\Windows\SFX\Bottle_Destruction_6050ADA1.wem		\Actor-Mixer Hierarchy\Default Work Unit\Objects\Object\Bottle\Destruction\Carpet\Bottle_Destruction		24758
